Student_ID,Age,Gender,Year_of_Study,Department,Residence_Type,Attendance_Percent,Study_Hours_Per_Day,Previous_GPA,Backlogs,Sleep_Hours,Screen_Time_Hours,Exercise_Freq_Per_Week,Social_Activity_Score,Part_Time_Job,Family_Income_Bracket,Financial_Stress_Score,Family_Support_Score,Stress_Level,Anxiety_Score,Motivation_Score,Peer_Pressure_Score,Counseling_Access,Burnout_Level,Dropout_Risk
STU00452,22,Female,3,Engineering,Hostel,82.8,2.3,6.28,0.0,7.5,2.1,5,5.8,No,High,9.0,6.7,4.9,5.5,4.2,,No,Low,No
STU00453,19,Male,4,Business,Hostel,73.9,0.2,6.21,0.0,2.0,3.4,0,5.0,Yes,Lower-Middle,3.6,10.0,5.1,4.8,6.0,3.7,No,High,Yes
STU00454,17,Female,1,Business,Hostel,68.8,3.2,6.39,1.0,7.6,6.1,2,3.3,Yes,Upper-Middle,3.7,8.1,3.9,4.8,5.7,3.3,No,Medium,No
STU00455,20,Female,2,Science,Day Scholar,67.9,2.4,5.26,1.0,8.3,9.5,4,6.8,No,Middle,7.0,1.7,2.1,,4.7,5.7,No,High,Yes
STU00456,25,Male,4,Business,PG/Rented,79.7,0.6,5.84,1.0,7.8,7.4,6,4.3,Yes,Upper-Middle,4.0,6.3,8.0,8.7,7.3,5.8,Yes,High,Yes
STU00457,19,Male,1,Law,Day Scholar,64.7,3.5,5.79,1.0,9.3,6.8,0,5.7,Yes,Middle,8.7,8.3,7.6,6.9,5.5,7.1,Yes,High,Yes
STU00458,25,Male,3,Law,Hostel,73.1,1.8,6.8,2.0,7.6,5.3,2,6.4,No,High,7.3,5.6,7.2,2.3,3.4,2.0,No,High,Yes
STU00459,23,Male,3,Arts,Hostel,89.3,8.1,7.97,1.0,5.4,2.6,1,7.5,No,Lower-Middle,4.1,5.5,6.3,4.8,7.0,9.0,No,Low,No
STU00460,20,Female,3,Medicine,Hostel,58.5,0.9,8.84,2.0,8.1,6.6,1,6.7,No,Middle,0.8,5.6,5.8,6.5,3.1,3.9,No,High,Yes
STU00461,19,Male,3,Science,,77.3,1.3,6.88,0.0,5.3,10.0,3,2.6,No,Low,1.7,7.7,4.1,,1.5,4.4,Yes,Medium,No
STU00462,21,Male,4,Arts,PG/Rented,51.2,4.6,7.44,0.0,6.3,5.0,3,1.6,No,Middle,3.9,3.7,4.3,7.8,5.7,4.8,Yes,Medium,Yes
STU00463,21,Male,3,Engineering,PG/Rented,81.4,3.0,7.14,0.0,7.4,4.3,4,6.4,No,Middle,5.9,5.3,8.4,3.6,3.3,2.7,Yes,Low,No
STU00464,19,Female,1,Business,Hostel,,4.6,3.87,0.0,,5.0,2,5.2,No,Middle,7.5,8.8,8.9,4.9,5.9,3.7,No,Medium,Yes
STU00465,25,Male,4,Arts,Day Scholar,93.3,3.8,5.19,1.0,8.2,6.8,4,5.8,Yes,Lower-Middle,4.5,5.4,5.1,,7.2,7.4,No,High,Yes
STU00466,20,Male,1,Medicine,Day Scholar,55.8,2.3,7.87,1.0,9.9,5.7,4,8.4,Yes,Low,3.0,5.3,5.5,7.9,7.6,7.5,Yes,Medium,Yes
STU00467,21,Male,2,Business,Day Scholar,84.6,1.0,8.0,0.0,4.5,7.5,4,3.8,No,Middle,4.7,3.5,7.0,6.5,6.5,4.9,Yes,Medium,Yes
STU00468,20,Male,2,Medicine,Day Scholar,96.3,4.9,,2.0,5.7,5.4,3,7.6,Yes,Middle,5.0,7.9,5.7,3.9,2.7,6.6,No,Medium,No
STU00469,21,Female,2,Science,Day Scholar,62.5,1.1,6.55,0.0,6.7,5.0,3,3.8,Yes,Low,8.0,7.4,5.8,5.5,4.0,5.3,No,High,Yes
STU00470,23,Male,2,Engineering,Day Scholar,65.1,4.1,4.01,0.0,5.5,6.0,3,8.1,Yes,High,7.9,8.6,5.4,5.1,5.5,4.4,No,Medium,No
STU00471,25,Male,4,Law,Hostel,63.8,4.7,5.36,1.0,6.1,4.3,1,6.5,No,High,2.7,6.3,3.6,3.1,5.5,,Yes,Low,Yes
STU00472,23,Female,3,Arts,PG/Rented,70.7,3.0,5.57,2.0,7.4,9.3,1,2.0,No,Upper-Middle,6.0,7.2,4.8,7.0,3.5,2.8,No,High,No
STU00473,21,Female,3,Business,Hostel,85.8,2.7,7.68,1.0,7.2,7.3,3,4.2,No,Upper-Middle,3.0,7.2,5.2,5.2,4.5,3.0,No,Low,Yes
STU00474,23,Male,1,Science,Day Scholar,69.5,1.6,6.3,1.0,6.6,3.1,6,8.8,Yes,Low,3.1,3.4,0.5,3.8,7.2,7.7,No,Medium,Yes
STU00475,21,Female,4,Engineering,Day Scholar,61.2,3.9,9.17,1.0,6.4,3.9,0,8.6,No,High,7.4,10.0,5.7,3.0,6.6,6.2,Yes,Low,No
STU00476,19,Female,4,Arts,Day Scholar,47.7,0.0,8.85,1.0,5.9,,2,6.2,Yes,Middle,4.5,8.7,10.0,6.9,4.9,7.4,No,High,Yes
STU00477,23,Male,3,Business,PG/Rented,100.0,4.3,9.14,0.0,8.3,5.9,2,5.7,No,Lower-Middle,6.5,6.7,4.6,5.6,7.7,5.3,No,Low,No
STU00478,18,Female,1,Business,PG/Rented,100.0,3.4,5.52,1.0,8.7,6.2,0,5.5,No,Upper-Middle,6.2,6.0,5.6,3.5,2.7,2.7,Yes,Low,Yes
STU00479,25,Female,1,Law,PG/Rented,86.4,2.8,7.49,2.0,7.7,5.1,7,5.9,No,Lower-Middle,4.8,9.4,3.8,3.9,7.2,5.7,Yes,Low,No
STU00480,17,Male,1,Arts,Day Scholar,65.8,3.6,6.13,0.0,4.5,6.5,3,4.7,No,Middle,5.8,6.7,3.3,5.0,6.9,7.0,No,Medium,Yes
STU00481,22,Male,1,Engineering,Day Scholar,89.2,1.0,,0.0,5.8,5.1,4,7.4,No,Low,5.5,8.5,4.9,5.1,7.1,5.8,No,Medium,Yes
STU00482,23,Male,2,Business,Day Scholar,92.2,0.0,5.67,1.0,6.5,6.7,6,6.2,No,Middle,2.4,5.2,6.8,5.4,6.1,1.9,No,Medium,Yes
STU00483,24,Female,4,Medicine,PG/Rented,74.2,3.9,8.52,0.0,4.8,7.2,2,3.1,No,Middle,6.1,4.6,5.0,1.1,4.1,1.6,No,Low,No
STU00484,25,Other,2,Engineering,Day Scholar,,5.3,5.7,0.0,6.3,9.0,1,6.3,No,Middle,3.4,,4.8,5.3,6.7,5.8,No,Medium,Yes
STU00485,18,Female,1,Engineering,PG/Rented,96.5,0.4,4.07,0.0,6.2,4.4,2,5.3,No,Low,2.5,6.5,6.5,2.3,4.6,3.9,Yes,Medium,Yes
STU00486,18,Male,1,Engineering,PG/Rented,53.4,1.5,9.65,1.0,7.8,5.5,0,4.4,No,Middle,7.0,7.4,5.9,8.1,5.9,5.1,No,High,Yes
STU00487,21,Female,1,Engineering,Day Scholar,93.0,4.4,7.42,2.0,5.5,2.8,1,8.8,No,Middle,3.6,9.7,6.1,7.3,4.0,3.1,No,Low,No
STU00488,21,Female,1,Science,Hostel,73.4,3.8,5.3,0.0,7.9,9.5,1,5.2,No,Lower-Middle,7.6,,7.9,7.5,4.8,4.8,No,High,Yes
STU00489,22,Male,1,Science,Hostel,61.3,7.9,6.57,2.0,4.8,1.2,5,1.1,Yes,High,7.5,9.4,7.6,0.0,5.2,2.3,Yes,Low,No
STU00490,19,Male,1,Business,PG/Rented,62.5,4.9,5.99,0.0,5.0,9.2,2,,No,Middle,3.9,4.9,8.5,4.3,6.3,5.0,Yes,Medium,Yes
STU00491,24,Female,3,Science,Hostel,65.0,4.5,6.81,0.0,5.6,5.7,2,7.0,No,Upper-Middle,7.5,5.9,,4.8,6.7,6.0,No,Low,No
STU00492,17,Male,4,Business,PG/Rented,59.8,2.0,7.92,0.0,6.3,6.4,4,3.1,No,Low,4.1,8.6,7.2,6.3,9.1,6.1,Yes,Medium,Yes
STU00493,22,,2,Law,Day Scholar,100.0,,7.7,0.0,,5.1,1,,Yes,Lower-Middle,4.8,9.2,8.8,7.0,5.8,1.9,Yes,Low,No
STU00494,20,,2,Law,Day Scholar,85.4,5.6,7.16,1.0,6.9,5.6,4,3.0,No,Lower-Middle,6.1,8.1,2.2,7.8,3.5,5.4,Yes,Low,No
STU00495,17,Male,4,Business,PG/Rented,,2.9,6.81,1.0,8.8,6.8,0,7.7,No,Middle,9.7,5.3,5.5,0.0,7.2,3.3,Yes,Low,No
STU00496,23,Male,1,Medicine,Day Scholar,86.4,3.0,8.31,1.0,7.2,1.9,5,3.9,No,Low,7.2,4.2,4.4,3.2,,7.6,No,Low,Yes
STU00497,25,Male,1,Science,Day Scholar,78.9,3.4,4.1,0.0,5.9,4.1,0,4.3,No,Middle,4.9,7.0,5.5,5.1,5.1,6.4,No,High,Yes
STU00498,20,Female,4,Business,Day Scholar,79.1,2.1,5.75,2.0,4.6,3.6,0,4.1,No,Lower-Middle,5.2,4.5,7.8,6.8,4.7,4.6,Yes,High,Yes
STU00499,20,Male,1,Engineering,Hostel,72.0,3.6,5.43,1.0,3.5,6.5,2,6.2,No,Lower-Middle,1.4,7.5,2.7,6.8,4.2,8.9,No,High,Yes
STU00500,22,Female,3,Business,PG/Rented,73.3,3.6,8.21,0.0,3.7,5.5,2,8.7,Yes,Middle,7.3,9.3,6.0,6.0,4.1,3.0,No,High,Yes
STU00501,19,Female,2,Science,Hostel,56.9,5.6,5.77,1.0,,6.9,0,5.0,No,High,7.1,6.9,4.4,3.6,2.9,4.4,No,High,Yes
STU00502,22,Female,2,Law,PG/Rented,94.2,2.9,5.0,2.0,9.4,5.9,2,5.0,No,Lower-Middle,5.7,3.6,7.9,3.9,7.5,5.6,No,Medium,Yes
STU00503,23,Male,2,Science,PG/Rented,50.8,4.3,7.57,0.0,2.1,7.8,5,3.9,No,Upper-Middle,6.7,5.4,6.3,3.6,6.4,8.6,No,High,Yes
STU00504,19,Female,3,Medicine,Hostel,62.1,2.9,5.53,0.0,7.3,3.9,2,1.7,No,Upper-Middle,0.3,8.4,5.2,2.8,5.7,7.4,Yes,Low,No
STU00505,23,Female,1,Arts,Day Scholar,100.0,4.2,6.31,0.0,5.2,5.6,4,4.1,No,Middle,2.5,7.5,4.1,2.8,4.2,6.1,No,Low,No
STU00506,19,Male,1,Medicine,Day Scholar,80.0,2.8,10.0,2.0,5.7,7.9,1,2.5,No,Upper-Middle,9.1,7.7,10.0,2.6,7.8,2.7,No,Medium,No
STU00507,18,Male,3,Science,Hostel,80.7,4.1,7.9,0.0,4.8,7.5,2,1.2,No,High,4.4,10.0,6.1,5.7,2.5,2.7,No,Low,No
STU00508,20,Female,2,Business,PG/Rented,87.6,4.4,6.5,0.0,4.1,2.2,0,4.8,No,Lower-Middle,6.7,7.3,2.7,5.3,5.2,5.9,Yes,Low,No
STU00509,24,Other,1,Arts,Hostel,54.9,1.5,6.63,0.0,6.4,3.3,1,3.9,No,Middle,3.3,7.2,,3.0,7.6,2.0,No,Low,No
STU00510,25,Male,4,Science,Hostel,57.1,5.0,8.07,1.0,6.6,5.3,1,7.8,,Middle,4.0,8.4,6.3,1.2,1.3,5.1,No,Medium,No
STU00511,23,Female,2,,Day Scholar,71.3,2.9,7.73,2.0,7.2,5.0,0,3.3,No,Middle,9.3,3.9,,4.2,5.9,6.1,No,Medium,Yes
STU00512,17,Female,4,Science,Day Scholar,64.4,2.4,6.91,0.0,3.7,5.4,0,6.3,Yes,Lower-Middle,4.6,5.5,4.3,8.3,4.1,1.5,No,High,Yes
STU00513,19,Female,3,Engineering,Day Scholar,76.9,,6.94,1.0,7.5,7.3,3,6.3,No,High,6.2,4.9,7.5,5.0,5.8,5.8,Yes,Low,Yes
STU00514,25,Other,3,Arts,PG/Rented,85.3,3.7,4.73,1.0,7.5,6.1,2,7.7,No,Upper-Middle,5.3,7.9,7.3,6.8,4.7,6.3,Yes,Medium,No
STU00515,17,Female,2,Science,Day Scholar,98.8,3.2,4.43,1.0,6.8,6.3,1,4.6,Yes,Low,,4.5,4.4,5.4,,3.8,No,Medium,Yes
STU00516,25,Male,4,Engineering,Day Scholar,90.2,3.8,6.55,0.0,5.6,7.0,4,7.6,No,Low,5.5,7.7,7.8,4.9,8.1,4.2,Yes,Low,No
STU00517,24,Male,1,Engineering,Hostel,63.1,3.8,5.91,0.0,6.7,7.9,2,6.1,No,High,0.5,6.0,4.1,1.8,10.0,0.9,No,Low,No
STU00518,17,Male,3,,Hostel,72.4,4.2,7.62,1.0,6.0,0.5,4,7.3,No,Low,6.1,5.7,8.9,4.1,5.3,4.3,No,Medium,No
STU00519,22,Female,1,Medicine,Hostel,68.3,7.6,7.08,0.0,7.7,4.6,1,9.8,No,Middle,3.8,8.5,6.6,3.8,7.0,1.4,No,Low,No
STU00520,21,Female,2,Engineering,Hostel,62.8,3.3,5.72,0.0,5.7,3.6,3,4.8,No,Lower-Middle,9.1,3.6,6.1,8.3,6.2,3.1,No,High,Yes
STU00521,22,Male,2,Medicine,Day Scholar,59.3,2.0,7.03,1.0,6.4,6.5,0,,No,,3.2,5.4,4.7,5.4,6.4,3.7,No,Medium,Yes
STU00522,21,Female,4,Engineering,Hostel,,0.0,6.21,1.0,3.6,4.5,2,4.3,No,Low,3.9,10.0,4.3,7.8,8.6,2.2,Yes,Low,No
STU00523,22,Female,4,Law,Hostel,78.2,1.3,,0.0,6.7,5.7,3,8.1,No,Lower-Middle,10.0,10.0,0.8,7.5,4.1,2.0,No,Low,No
STU00524,21,Female,1,Law,Hostel,,5.2,7.34,1.0,5.1,7.4,0,10.0,No,Low,6.7,2.5,4.9,3.1,4.7,2.1,No,High,Yes
STU00525,21,Male,1,Business,PG/Rented,85.3,4.4,,1.0,7.0,4.2,4,6.5,No,,2.7,5.4,5.5,5.0,5.1,6.9,No,Low,No
STU00526,20,Female,3,Arts,PG/Rented,86.0,,9.35,0.0,7.4,6.3,3,1.8,No,Middle,5.4,6.6,1.8,8.7,3.4,4.4,No,Medium,Yes
STU00527,19,Male,2,Business,Day Scholar,94.8,7.1,5.91,0.0,5.3,8.9,4,3.2,,Lower-Middle,2.2,3.4,7.1,6.2,5.5,7.0,No,Medium,Yes
STU00528,19,Male,1,Arts,PG/Rented,66.8,3.7,,0.0,6.2,7.3,0,7.3,Yes,Upper-Middle,5.6,10.0,5.2,6.1,6.9,3.7,No,Medium,Yes
STU00529,20,Male,3,Engineering,PG/Rented,84.0,3.9,9.8,2.0,6.5,2.0,0,2.7,No,Middle,3.1,6.6,7.9,7.0,7.2,3.7,No,Low,No
STU00530,25,Male,2,Engineering,Day Scholar,64.3,6.8,7.28,1.0,6.8,4.9,3,3.8,Yes,Middle,9.3,6.1,4.1,,5.1,3.7,No,Medium,Yes
STU00531,18,Male,4,Engineering,Hostel,75.1,6.0,7.78,0.0,7.4,6.3,4,3.7,No,Middle,6.0,,8.0,6.2,7.9,0.0,Yes,Low,No
STU00532,25,,1,Business,PG/Rented,78.9,4.4,7.83,0.0,7.2,6.7,1,4.8,No,Middle,6.2,7.3,4.6,5.7,,5.5,Yes,Low,Yes
STU00533,17,Male,2,Engineering,Day Scholar,80.3,4.5,6.51,5.0,5.6,4.9,4,5.5,Yes,High,7.2,,5.4,4.3,10.0,4.3,No,Medium,Yes
STU00534,17,Female,2,Arts,Day Scholar,79.7,4.7,6.0,0.0,8.6,,2,1.2,,Middle,7.4,,5.9,,6.7,4.6,No,Low,Yes
STU00535,21,Male,3,Law,PG/Rented,90.0,2.8,6.23,0.0,,5.6,1,1.9,No,Lower-Middle,3.4,6.9,5.4,0.9,4.6,0.3,No,Low,No
STU00536,22,Female,2,Business,Day Scholar,69.0,3.7,9.05,3.0,8.3,3.1,2,2.0,No,Upper-Middle,5.2,9.4,6.1,4.3,6.5,4.4,Yes,Low,No
STU00537,22,Other,3,Arts,Day Scholar,80.7,4.1,7.09,2.0,6.7,7.9,1,2.2,No,Lower-Middle,4.0,5.2,1.7,6.0,5.2,3.6,No,Low,Yes
STU00538,19,Male,1,Business,PG/Rented,,3.0,8.64,1.0,,9.6,2,5.0,No,Low,9.8,2.5,5.2,5.5,1.1,4.8,No,High,Yes
STU00539,23,Male,4,Medicine,Hostel,100.0,1.7,6.69,0.0,6.0,6.4,3,5.4,Yes,Middle,0.0,9.7,5.3,6.4,5.6,4.3,No,Low,No
STU00540,25,Male,2,Medicine,Day Scholar,64.3,2.8,5.74,2.0,5.5,5.0,1,7.0,Yes,Upper-Middle,3.7,8.1,1.5,,7.4,3.5,No,Medium,No
STU00541,24,Female,1,Medicine,Day Scholar,67.5,1.6,4.78,0.0,7.7,7.6,2,6.1,No,Lower-Middle,4.8,,6.8,10.0,7.5,,Yes,High,Yes
STU00542,22,Female,3,Law,Day Scholar,91.2,3.3,7.71,1.0,6.6,7.2,4,3.8,No,Upper-Middle,5.3,9.2,3.7,9.5,6.0,6.5,No,Low,No
STU00543,24,Male,1,Engineering,PG/Rented,,0.4,9.17,1.0,,4.9,0,5.5,No,Lower-Middle,5.3,6.5,7.4,1.7,7.5,3.7,No,Medium,No
STU00544,21,Female,1,Medicine,Hostel,91.2,3.7,5.56,0.0,4.7,5.4,4,7.1,No,Lower-Middle,4.9,,5.7,6.4,6.4,1.6,No,Medium,Yes
STU00545,24,Male,4,Science,Day Scholar,80.3,0.6,7.52,0.0,8.5,4.2,2,4.5,No,High,4.6,6.3,4.4,7.1,6.0,1.7,No,Low,No
STU00546,20,Male,2,Engineering,Hostel,72.0,2.6,4.87,0.0,6.4,5.9,0,4.4,Yes,Middle,,7.7,7.5,0.3,4.1,5.3,Yes,Medium,Yes
STU00547,24,,3,Law,Day Scholar,66.7,4.0,6.02,0.0,4.4,6.2,1,3.1,Yes,Upper-Middle,6.1,7.1,8.8,5.4,4.8,7.1,No,High,Yes
STU00548,18,Male,1,Engineering,Day Scholar,66.2,4.5,7.18,1.0,6.3,3.8,1,3.4,No,Upper-Middle,9.1,2.5,5.6,6.1,5.0,0.9,No,Medium,Yes
STU00549,21,Female,3,Science,PG/Rented,72.1,4.3,4.38,,5.9,3.1,1,6.4,No,High,9.1,6.2,8.2,5.0,6.1,2.5,Yes,Low,No
STU00550,25,Male,1,Engineering,Hostel,75.4,3.7,6.77,0.0,5.8,2.6,3,5.0,Yes,Low,5.7,9.6,5.1,5.8,7.2,3.8,No,Medium,No
STU00551,20,Other,2,Business,Day Scholar,65.5,1.4,5.63,0.0,7.1,6.4,1,8.9,No,Lower-Middle,3.9,6.5,7.4,5.2,4.2,0.4,No,High,Yes
STU00552,22,Male,4,Science,Hostel,76.4,4.8,7.65,2.0,5.9,,1,3.6,No,Upper-Middle,4.0,10.0,4.8,6.5,2.6,4.3,No,Medium,Yes
STU00553,17,Male,3,Arts,PG/Rented,61.6,1.4,6.57,0.0,5.7,5.3,4,6.5,No,Middle,2.0,4.4,9.2,8.4,8.5,5.2,No,Medium,Yes
STU00554,25,Female,2,Business,PG/Rented,89.3,5.0,8.12,0.0,8.2,6.5,1,5.8,Yes,Middle,7.2,7.3,7.7,6.7,,5.5,No,Medium,Yes
STU00555,17,Male,2,Business,PG/Rented,92.2,4.2,6.41,1.0,3.6,3.5,2,4.8,No,Lower-Middle,4.9,4.3,6.4,7.6,6.5,3.7,No,Medium,Yes
STU00556,21,Other,4,Medicine,PG/Rented,67.4,5.4,4.89,1.0,6.1,3.1,2,4.1,No,Lower-Middle,6.0,4.6,,2.7,6.0,3.8,No,Low,No
STU00557,20,Female,2,Engineering,,66.6,3.2,4.72,1.0,7.6,6.0,0,6.2,Yes,Middle,5.8,4.6,6.4,9.5,4.8,2.5,Yes,High,Yes
STU00558,19,Female,3,Business,Hostel,80.7,1.9,4.13,2.0,7.1,1.7,1,6.1,No,Lower-Middle,3.4,,3.0,5.7,6.8,1.0,No,Low,No
STU00559,22,Female,3,Medicine,Hostel,97.0,1.1,7.69,2.0,7.7,4.9,3,5.4,No,Lower-Middle,3.1,5.9,6.2,,3.0,4.1,No,Low,No
STU00560,18,Female,1,Medicine,Day Scholar,,1.3,10.0,0.0,9.2,10.9,3,5.9,No,Low,4.0,5.0,,5.9,8.9,5.3,Yes,Medium,Yes
STU00561,19,Female,1,Business,PG/Rented,57.0,0.6,7.41,0.0,8.7,2.5,1,5.1,No,Lower-Middle,6.1,6.5,6.9,3.8,10.0,4.5,No,Medium,No
STU00562,21,Female,3,Science,PG/Rented,,,9.14,2.0,4.5,4.6,1,,No,Upper-Middle,4.8,6.0,7.2,5.3,8.1,6.7,No,Low,No
STU00563,25,Female,1,Science,Hostel,77.1,4.9,8.39,0.0,3.8,0.8,0,5.2,No,Upper-Middle,0.9,8.3,4.8,5.7,3.8,5.2,No,Low,No
STU00564,18,,1,Medicine,PG/Rented,77.4,4.1,6.07,,6.7,5.0,0,4.5,No,,2.6,2.0,2.5,3.5,0.6,5.8,Yes,Medium,No
STU00565,24,Male,4,Arts,Day Scholar,,3.1,8.57,0.0,4.2,9.8,2,8.9,No,Lower-Middle,,,4.0,5.3,6.5,4.8,No,Low,No
STU00566,18,Female,2,Engineering,Day Scholar,70.8,6.5,6.13,0.0,3.3,6.5,7,6.3,No,Middle,4.9,8.4,4.8,3.5,2.8,8.2,No,Medium,No
STU00567,21,Male,3,Engineering,Hostel,94.5,3.0,6.16,1.0,6.7,4.1,2,5.4,Yes,Lower-Middle,6.2,5.4,5.5,3.4,4.6,3.5,No,Medium,No
STU00568,23,Female,2,Business,Hostel,99.4,3.6,6.51,1.0,7.1,10.3,4,5.9,No,Upper-Middle,5.1,4.8,8.0,2.8,8.7,5.9,No,Medium,Yes
STU00569,24,Male,2,Arts,Day Scholar,99.9,3.1,6.57,2.0,8.8,1.7,2,3.0,Yes,Upper-Middle,4.2,4.7,7.0,4.2,8.9,5.0,No,Low,Yes
STU00570,17,Male,1,Engineering,Day Scholar,50.3,,7.73,1.0,7.4,6.5,2,3.8,Yes,Upper-Middle,4.1,8.1,,3.8,9.1,6.0,Yes,Medium,No
STU00571,22,Female,2,Arts,Hostel,74.6,4.2,5.86,0.0,9.1,5.6,3,4.3,No,Middle,5.5,8.0,3.5,6.0,5.7,5.2,No,Medium,No
STU00572,17,Female,1,Business,Day Scholar,49.0,2.2,8.04,1.0,6.7,5.0,3,5.8,No,Lower-Middle,,8.6,7.8,7.4,7.4,4.4,Yes,High,Yes
STU00573,18,Male,2,Business,PG/Rented,66.5,2.1,8.02,1.0,4.5,7.3,2,4.1,Yes,Middle,,,7.3,6.5,1.3,5.3,Yes,High,Yes
STU00574,17,,3,Medicine,PG/Rented,42.0,4.3,,0.0,7.4,2.9,3,4.0,No,Low,2.5,3.8,5.3,7.1,2.4,5.5,Yes,Medium,Yes
STU00575,21,Female,2,Business,PG/Rented,,2.4,9.52,0.0,8.2,,1,2.9,No,Low,4.8,9.0,3.6,7.0,4.9,5.8,No,Medium,Yes
STU00576,25,Male,2,,Hostel,81.3,3.4,8.6,1.0,6.8,5.9,6,5.1,No,Low,3.5,7.0,4.3,3.0,7.3,7.4,No,Low,No
STU00577,22,Female,2,Science,Hostel,71.5,2.7,8.3,1.0,8.4,3.6,2,5.3,No,Middle,5.7,5.2,4.2,4.3,4.6,4.9,No,Low,No
STU00578,17,Male,1,Engineering,Day Scholar,66.1,3.2,6.89,0.0,6.0,9.8,4,5.9,Yes,Lower-Middle,8.4,6.2,8.9,8.9,7.2,2.3,No,High,No
STU00579,17,Male,2,Science,Day Scholar,82.7,2.1,7.29,2.0,7.0,5.1,3,3.6,Yes,Lower-Middle,1.9,3.8,7.2,3.8,3.1,4.8,Yes,Medium,Yes
STU00580,18,Other,1,Science,Hostel,,2.2,7.53,1.0,5.9,5.2,1,5.7,No,Middle,7.6,5.3,7.2,9.1,5.7,,No,High,Yes
STU00581,25,Male,1,Business,Hostel,61.8,1.9,6.82,4.0,9.8,3.2,1,2.9,Yes,High,6.1,6.9,5.7,4.1,6.7,3.6,No,High,Yes
STU00582,19,Female,1,,Day Scholar,60.0,4.5,6.27,1.0,,5.1,0,4.6,Yes,Lower-Middle,7.5,7.3,5.0,0.5,7.1,3.9,No,High,Yes
STU00583,17,Female,2,Arts,Hostel,74.9,3.5,3.43,0.0,4.5,10.6,0,5.6,No,Middle,4.0,6.3,6.2,4.5,4.6,2.7,Yes,High,Yes
STU00584,21,Male,3,,Hostel,69.3,4.7,7.8,1.0,9.0,4.9,3,4.5,No,Low,1.7,6.1,5.7,6.9,5.6,0.0,Yes,Low,No
STU00585,23,Female,1,Engineering,Hostel,72.2,4.8,8.26,,5.1,6.6,2,,No,High,5.4,8.1,5.3,8.7,2.3,7.5,No,Medium,No
STU00586,22,Female,2,Business,,85.8,2.5,5.17,2.0,6.2,7.6,4,2.1,Yes,Lower-Middle,8.2,6.3,,1.7,5.3,3.5,No,High,Yes
STU00587,17,Male,3,Law,Day Scholar,,4.6,7.65,1.0,6.9,5.1,5,5.4,No,Upper-Middle,2.6,5.5,3.4,6.8,7.8,1.1,No,Low,No
STU00588,21,Female,1,Business,Day Scholar,99.8,3.2,5.97,0.0,7.0,,2,6.2,No,Lower-Middle,2.9,4.8,6.0,7.0,4.9,4.9,Yes,Low,No
STU00589,21,Female,4,Arts,Day Scholar,,,6.29,0.0,6.9,6.5,0,5.7,Yes,Upper-Middle,6.4,2.6,5.3,7.9,,5.7,No,High,Yes
STU00590,22,Female,2,Arts,Hostel,83.2,5.2,8.64,2.0,4.5,5.0,7,6.2,No,Lower-Middle,3.8,,4.1,0.0,7.1,4.1,No,Low,No
STU00591,19,Female,2,Arts,Hostel,80.8,4.1,5.41,1.0,6.9,4.8,7,,Yes,Lower-Middle,8.8,9.7,6.8,8.6,10.0,1.9,Yes,Medium,Yes
STU00592,21,Male,2,Engineering,Day Scholar,52.9,2.6,5.41,0.0,7.9,7.6,4,6.5,No,Lower-Middle,6.5,4.7,9.1,6.0,10.0,,No,High,Yes
STU00593,23,Female,1,Business,Day Scholar,72.5,4.0,9.33,1.0,7.8,5.3,0,5.7,,Lower-Middle,3.3,3.7,,6.0,6.0,9.1,No,Medium,Yes
STU00594,21,Female,3,Science,Day Scholar,72.5,1.2,6.6,1.0,4.2,8.2,2,3.7,No,Upper-Middle,3.7,5.1,4.9,7.3,7.1,1.7,No,Medium,Yes
STU00595,21,Female,2,Engineering,Hostel,70.3,3.6,8.55,0.0,5.2,5.3,1,6.0,Yes,Middle,3.8,7.1,6.8,0.6,8.9,1.2,Yes,Low,Yes
STU00596,21,Female,4,Engineering,PG/Rented,77.4,0.8,4.56,0.0,4.6,2.6,0,5.6,No,Middle,,5.4,7.2,7.2,6.0,3.9,No,High,Yes
STU00597,19,Female,1,Engineering,Hostel,74.7,1.6,4.67,1.0,6.7,0.5,1,8.3,No,High,5.7,5.4,5.7,10.0,6.5,6.1,Yes,Low,No
STU00598,17,Female,2,Business,Day Scholar,63.2,4.1,5.52,0.0,3.9,,2,7.8,No,Middle,5.5,6.3,5.5,2.0,4.8,7.8,No,Medium,No
STU00599,21,Female,3,Medicine,Day Scholar,75.7,0.0,6.13,0.0,4.5,1.8,2,,Yes,High,2.4,6.7,6.2,4.9,10.0,4.1,No,Medium,No
STU00600,25,Female,1,,Day Scholar,68.4,6.1,4.84,1.0,,6.1,1,,Yes,Lower-Middle,7.1,7.3,10.0,5.1,7.0,4.0,No,High,Yes
STU00601,17,Female,2,Engineering,Hostel,38.7,4.5,7.32,0.0,3.5,3.4,0,8.1,No,High,4.3,5.9,6.0,5.8,4.9,1.9,Yes,High,Yes
STU00602,19,Female,3,Business,Day Scholar,,0.3,7.41,0.0,6.2,1.2,0,6.1,No,Low,2.9,5.8,3.0,5.9,4.3,6.7,No,High,Yes
STU00603,20,Female,4,Science,PG/Rented,79.3,7.0,5.54,1.0,3.0,5.2,4,4.7,Yes,Middle,3.9,2.3,3.4,3.5,1.6,4.4,Yes,Low,No
